id,created_at,in_reply_to_id,in_reply_to_account_id,sensitive,spoiler_text,visibility,language,uri,url,replies_count,reblogs_count,favourites_count,edited_at,favourited,reblogged,muted,bookmarked,content,filtered,reblog,application,account,media_attachments,mentions,tags,emojis,card,poll,pinned
112127308645178299,2024-03-20 09:25:00+00:00,,,False,,public,de,https://troet.cafe/users/Kegelrobbe/statuses/112127308645178299,https://troet.cafe/@Kegelrobbe/112127308645178299,0,1,15,,False,False,False,False,"<p><span class=""h-card""><a href=""https://photog.social/@FotoVorschlag"" class=""u-url mention"">@<span>FotoVorschlag</span></a></span> </p><p>Keyword: Frühling<br />Morgentau am Stacheldraht</p><p><a href=""https://troet.cafe/tags/Fotovorschlag"" class=""mention hashtag"" rel=""tag"">#<span>Fotovorschlag</span></a></p>",[],,"{'name': 'Web', 'website': None}","{'id': 109326746398860111, 'username': 'Kegelrobbe', 'acct': 'Kegelrobbe', 'display_name': 'Kegelrobbe 🦭', 'locked': False, 'bot': False, 'discoverable': False, 'group': False, 'created_at': datetime.datetime(2022, 11, 11, 0, 0, tzinfo=tzutc()), 'note': '<p>Niedersachse in Ostwestfalen, Collies, Nordsee, Hannover 96, Antifa, linksgrün versifft, der wahrscheinlich schlechteste Hobbyfotograf der nördl. Hemisphäre und ein alter Querulant. Mal ganz ehrlich und so unter uns, ich mag mich so.</p>', 'url': 'https://troet.cafe/@Kegelrobbe', 'avatar': 'https://media.troet.cafe/troet.cafe/accounts/avatars/109/326/746/398/860/111/original/ee1e29150f624e4e.png', 'avatar_static': 'https://media.troet.cafe/troet.cafe/accounts/avatars/109/326/746/398/860/111/original/ee1e29150f624e4e.png', 'header': 'https://media.troet.cafe/troet.cafe/accounts/headers/109/326/746/398/860/111/original/faa9a033ffce9ebd.jpeg', 'header_static': 'https://media.troet.cafe/troet.cafe/accounts/headers/109/326/746/398/860/111/original/faa9a033ffce9ebd.jpeg', 'followers_count': 899, 'following_count': 717, 'statuses_count': 14679, 'last_status_at': datetime.datetime(2024, 3, 20, 0, 0), 'noindex': True, 'emojis': [], 'roles': [], 'fields': []}","[{'id': 112127307408360311, 'type': 'image', 'url': 'https://media.troet.cafe/troet.cafe/media_attachments/files/112/127/307/408/360/311/original/32015000a26019fb.jpeg', 'preview_url': 'https://media.troet.cafe/troet.cafe/media_attachments/files/112/127/307/408/360/311/small/32015000a26019fb.jpeg', 'remote_url': None, 'preview_remote_url': None, 'text_url': None, 'meta': {'original': {'width': 1868, 'height': 1110, 'size': '1868x1110', 'aspect': 1.6828828828828828}, 'small': {'width': 623, 'height': 370, 'size': '623x370', 'aspect': 1.6837837837837837}}, 'description': None, 'blurhash': 'U9Hf63tjV@R~_M?EMzbs9ExaRWt89H_NR~a1'}]","[{'id': 109308272669894814, 'username': 'FotoVorschlag', 'url': 'https://photog.social/@FotoVorschlag', 'acct': 'FotoVorschlag@photog.social'}]","[{'name': 'FotoVorschlag', 'url': 'https://troet.cafe/tags/FotoVorschlag'}]",[],,,
112127313156314132,2024-03-20 09:30:00+00:00,,,False,,public,de,https://troet.cafe/users/geist/statuses/112127313156314132,https://troet.cafe/@geist/112127313156314132,1,0,2,,False,False,False,False,<p>&quot;Egal. Hauptsache ne Schwanzwurst!&quot;</p>,[],,"{'name': 'Tusky', 'website': 'https://tusky.app'}","{'id': 201927, 'username': 'geist', 'acct': 'geist', 'display_name': 'Der Geist aus dem Gerät', 'locked': False, 'bot': False, 'discoverable': True, 'group': False, 'created_at': datetime.datetime(2022, 4, 16, 0, 0, tzinfo=tzutc()), 'note': '<p>aka der Geist der Ex Contessa<br />Artist in exile.<br />Tâter le terrain.<br />Schreibt. Wenn nicht, dann Musik.</p>', 'url': 'https://troet.cafe/@geist', 'avatar': 'https://media.troet.cafe/troet.cafe/accounts/avatars/000/201/927/original/c26ffdbce4f4e9d7.jpg', 'avatar_static': 'https://media.troet.cafe/troet.cafe/accounts/avatars/000/201/927/original/c26ffdbce4f4e9d7.jpg', 'header': 'https://media.troet.cafe/troet.cafe/accounts/headers/000/201/927/original/68216a69b07b36c6.png', 'header_static': 'https://media.troet.cafe/troet.cafe/accounts/headers/000/201/927/original/68216a69b07b36c6.png', 'followers_count': 1010, 'following_count': 1348, 'statuses_count': 56250, 'last_status_at': datetime.datetime(2024, 3, 20, 0, 0), 'noindex': True, 'emojis': [], 'roles': [], 'fields': [{'name': 'Meine Texte etc:', 'value': '<a href=""https://paper.wf/@der-geist-aus-dem-geraet"" target=""_blank"" rel=""nofollow noopener noreferrer me""><span class=""invisible"">https://</span><span class=""ellipsis"">paper.wf/@der-geist-aus-dem-ge</span><span class=""invisible"">raet</span></a>', 'verified_at': None}, {'name': 'Meine Musik & so:', 'value': '<span class=""h-card""><a href=""https://makertube.net/accounts/geist"" class=""u-url mention"">@<span>geist@makertube.net</span></a></span>', 'verified_at': None}, {'name': 'Meine Musik hier etc:', 'value': '<a href=""https://troet.cafe/tags/dergeistausdemgeraet"" class=""mention hashtag"" rel=""tag"">#<span>dergeistausdemgeraet</span></a>', 'verified_at': None}, {'name': 'Texte hier:', 'value': '<span class=""h-card""><a href=""https://paper.wf/der-geist-aus-dem-geraet/"" class=""u-url mention"">@<span>der-geist-aus-dem-geraet@paper.wf</span></a></span>', 'verified_at': None}]}","[{'id': 112127310974319190, 'type': 'image', 'url': 'https://media.troet.cafe/troet.cafe/media_attachments/files/112/127/310/974/319/190/original/96c6b78fed2e984c.jpg', 'preview_url': 'https://media.troet.cafe/troet.cafe/media_attachments/files/112/127/310/974/319/190/small/96c6b78fed2e984c.jpg', 'remote_url': None, 'preview_remote_url': None, 'text_url': None, 'meta': {'original': {'width': 618, 'height': 464, 'size': '618x464', 'aspect': 1.331896551724138}, 'small': {'width': 554, 'height': 416, 'size': '554x416', 'aspect': 1.3317307692307692}}, 'description': 'Söder mit Dildo in Regenbogenfarben. ', 'blurhash': 'U#Iq_r00%foJxtV@fkj[WBoJt7j[bIj[oKj['}]",[],[],[],,,
112127313820834293,2024-03-20 09:30:00+00:00,,,False,,public,de,https://troet.cafe/users/BauernHauer/statuses/112127313820834293,https://troet.cafe/@BauernHauer/112127313820834293,0,0,1,,False,False,False,False,<p>ich bin mein eigener mentaler lockenwickler.</p>,[],,"{'name': 'Web', 'website': None}","{'id': 109332801877403825, 'username': 'BauernHauer', 'acct': 'BauernHauer', 'display_name': 'SprachFleisch', 'locked': False, 'bot': False, 'discoverable': True, 'group': False, 'created_at': datetime.datetime(2022, 11, 12, 0, 0, tzinfo=tzutc()), 'note': '<p>hell knows.</p><p>es ist nie der schuh zu klein. der fuss ist zu gross.</p><p>tröts werden nach 200 jahren ausgedruckt und dem notar übergeben. der muss dann putzen. </p><p>fidel castro war ein ausserirdischer hüne mit verzerrter zeitwahrnehmung.</p><p>socialismo o pesto.</p>', 'url': 'https://troet.cafe/@BauernHauer', 'avatar': 'https://media.troet.cafe/troet.cafe/accounts/avatars/109/332/801/877/403/825/original/b4aa37d7214692b0.jpg', 'avatar_static': 'https://media.troet.cafe/troet.cafe/accounts/avatars/109/332/801/877/403/825/original/b4aa37d7214692b0.jpg', 'header': 'https://media.troet.cafe/troet.cafe/accounts/headers/109/332/801/877/403/825/original/14963a4a2b49cb7a.jpg', 'header_static': 'https://media.troet.cafe/troet.cafe/accounts/headers/109/332/801/877/403/825/original/14963a4a2b49cb7a.jpg', 'followers_count': 173, 'following_count': 177, 'statuses_count': 13276, 'last_status_at': datetime.datetime(2024, 3, 20, 0, 0), 'noindex': False, 'emojis': [], 'roles': [], 'fields': []}",[],[],[],[],,,
112127317482927232,2024-03-20 09:30:00+00:00,,,False,,public,de,https://troet.cafe/users/BauernHauer/statuses/112127317482927232,https://troet.cafe/@BauernHauer/112127317482927232,0,0,0,,False,False,False,False,<p>in feuerland ist grillen der volkssport.</p>,[],,"{'name': 'Web', 'website': None}","{'id': 109332801877403825, 'username': 'BauernHauer', 'acct': 'BauernHauer', 'display_name': 'SprachFleisch', 'locked': False, 'bot': False, 'discoverable': True, 'group': False, 'created_at': datetime.datetime(2022, 11, 12, 0, 0, tzinfo=tzutc()), 'note': '<p>hell knows.</p><p>es ist nie der schuh zu klein. der fuss ist zu gross.</p><p>tröts werden nach 200 jahren ausgedruckt und dem notar übergeben. der muss dann putzen. </p><p>fidel castro war ein ausserirdischer hüne mit verzerrter zeitwahrnehmung.</p><p>socialismo o pesto.</p>', 'url': 'https://troet.cafe/@BauernHauer', 'avatar': 'https://media.troet.cafe/troet.cafe/accounts/avatars/109/332/801/877/403/825/original/b4aa37d7214692b0.jpg', 'avatar_static': 'https://media.troet.cafe/troet.cafe/accounts/avatars/109/332/801/877/403/825/original/b4aa37d7214692b0.jpg', 'header': 'https://media.troet.cafe/troet.cafe/accounts/headers/109/332/801/877/403/825/original/14963a4a2b49cb7a.jpg', 'header_static': 'https://media.troet.cafe/troet.cafe/accounts/headers/109/332/801/877/403/825/original/14963a4a2b49cb7a.jpg', 'followers_count': 173, 'following_count': 177, 'statuses_count': 13276, 'last_status_at': datetime.datetime(2024, 3, 20, 0, 0), 'noindex': False, 'emojis': [], 'roles': [], 'fields': []}",[],[],[],[],,,
112127320677891651,2024-03-20 09:30:00+00:00,,,False,,public,de,https://troet.cafe/users/Sexabled/statuses/112127320677891651,https://troet.cafe/@Sexabled/112127320677891651,0,2,5,,False,False,False,False,<p>Eine gut geschriebene erste Message ist auf Datingseiten äußerst wichtig.</p><p>Die erste Message:</p>,[],,"{'name': 'Web', 'website': None}","{'id': 110101254990569514, 'username': 'Sexabled', 'acct': 'Sexabled', 'display_name': 'Sexabled', 'locked': False, 'bot': False, 'discoverable': True, 'group': False, 'created_at': datetime.datetime(2023, 3, 28, 0, 0, tzinfo=tzutc()), 'note': '<p>Sexabled beschäftigt sich mit dem Thema &quot;<a href=""https://troet.cafe/tags/Behinderung"" class=""mention hashtag"" rel=""tag"">#<span>Behinderung</span></a> und <a href=""https://troet.cafe/tags/Sexualit%C3%A4t"" class=""mention hashtag"" rel=""tag"">#<span>Sexualität</span></a>.&quot; 🏳️\u200d🌈🏳️\u200d⚧️  <a href=""https://troet.cafe/tags/Inklusion"" class=""mention hashtag"" rel=""tag"">#<span>Inklusion</span></a> <a href=""https://troet.cafe/tags/Inkluencer"" class=""mention hashtag"" rel=""tag"">#<span>Inkluencer</span></a> <a href=""https://troet.cafe/tags/lgbtqia"" class=""mention hashtag"" rel=""tag"">#<span>lgbtqia</span></a> <a href=""https://troet.cafe/tags/bdsm"" class=""mention hashtag"" rel=""tag"">#<span>bdsm</span></a> <a href=""https://troet.cafe/tags/trans"" class=""mention hashtag"" rel=""tag"">#<span>trans</span></a> <a href=""https://troet.cafe/tags/poly"" class=""mention hashtag"" rel=""tag"">#<span>poly</span></a></p>', 'url': 'https://troet.cafe/@Sexabled', 'avatar': 'https://media.troet.cafe/troet.cafe/accounts/avatars/110/101/254/990/569/514/original/ac682eb7120b3ef5.png', 'avatar_static': 'https://media.troet.cafe/troet.cafe/accounts/avatars/110/101/254/990/569/514/original/ac682eb7120b3ef5.png', 'header': 'https://media.troet.cafe/troet.cafe/accounts/headers/110/101/254/990/569/514/original/bf27bb60d2464639.png', 'header_static': 'https://media.troet.cafe/troet.cafe/accounts/headers/110/101/254/990/569/514/original/bf27bb60d2464639.png', 'followers_count': 771, 'following_count': 82, 'statuses_count': 1128, 'last_status_at': datetime.datetime(2024, 3, 20, 0, 0), 'noindex': True, 'emojis': [], 'roles': [], 'fields': [{'name': 'Website', 'value': '<a href=""https://sexabled.de/"" target=""_blank"" rel=""nofollow noopener noreferrer me""><span class=""invisible"">https://</span><span class="""">sexabled.de/</span><span class=""invisible""></span></a>', 'verified_at': None}]}","[{'id': 112127311125910162, 'type': 'image', 'url': 'https://media.troet.cafe/troet.cafe/media_attachments/files/112/127/311/125/910/162/original/4d158442e0a27fa5.jpg', 'preview_url': 'https://media.troet.cafe/troet.cafe/media_attachments/files/112/127/311/125/910/162/small/4d158442e0a27fa5.jpg', 'remote_url': None, 'preview_remote_url': None, 'text_url': None, 'meta': {'original': {'width': 532, 'height': 112, 'size': '532x112', 'aspect': 4.75}, 'small': {'width': 532, 'height': 112, 'size': '532x112', 'aspect': 4.75}, 'focus': {'x': -0.89, 'y': -0.12}}, 'description': 'Eine Message von einer Datingseite: Hi hast du dope? \n', 'blurhash': 'U23R?u_2t7NHIoIUIUt64:9GM{xt_2?axuNH'}]",[],[],[],,,
112127320687953166,2024-03-20 09:30:00+00:00,,,False,,public,de,https://troet.cafe/users/geist/statuses/112127320687953166,https://troet.cafe/@geist/112127320687953166,0,0,2,,False,False,False,False,<p>&quot;Der Erz Zeuger!&quot;</p>,[],,"{'name': 'Tusky', 'website': 'https://tusky.app'}","{'id': 201927, 'username': 'geist', 'acct': 'geist', 'display_name': 'Der Geist aus dem Gerät', 'locked': False, 'bot': False, 'discoverable': True, 'group': False, 'created_at': datetime.datetime(2022, 4, 16, 0, 0, tzinfo=tzutc()), 'note': '<p>aka der Geist der Ex Contessa<br />Artist in exile.<br />Tâter le terrain.<br />Schreibt. Wenn nicht, dann Musik.</p>', 'url': 'https://troet.cafe/@geist', 'avatar': 'https://media.troet.cafe/troet.cafe/accounts/avatars/000/201/927/original/c26ffdbce4f4e9d7.jpg', 'avatar_static': 'https://media.troet.cafe/troet.cafe/accounts/avatars/000/201/927/original/c26ffdbce4f4e9d7.jpg', 'header': 'https://media.troet.cafe/troet.cafe/accounts/headers/000/201/927/original/68216a69b07b36c6.png', 'header_static': 'https://media.troet.cafe/troet.cafe/accounts/headers/000/201/927/original/68216a69b07b36c6.png', 'followers_count': 1010, 'following_count': 1348, 'statuses_count': 56250, 'last_status_at': datetime.datetime(2024, 3, 20, 0, 0), 'noindex': True, 'emojis': [], 'roles': [], 'fields': [{'name': 'Meine Texte etc:', 'value': '<a href=""https://paper.wf/@der-geist-aus-dem-geraet"" target=""_blank"" rel=""nofollow noopener noreferrer me""><span class=""invisible"">https://</span><span class=""ellipsis"">paper.wf/@der-geist-aus-dem-ge</span><span class=""invisible"">raet</span></a>', 'verified_at': None}, {'name': 'Meine Musik & so:', 'value': '<span class=""h-card""><a href=""https://makertube.net/accounts/geist"" class=""u-url mention"">@<span>geist@makertube.net</span></a></span>', 'verified_at': None}, {'name': 'Meine Musik hier etc:', 'value': '<a href=""https://troet.cafe/tags/dergeistausdemgeraet"" class=""mention hashtag"" rel=""tag"">#<span>dergeistausdemgeraet</span></a>', 'verified_at': None}, {'name': 'Texte hier:', 'value': '<span class=""h-card""><a href=""https://paper.wf/der-geist-aus-dem-geraet/"" class=""u-url mention"">@<span>der-geist-aus-dem-geraet@paper.wf</span></a></span>', 'verified_at': None}]}",[],[],[],[],,,
112127320811444973,2024-03-20 09:30:00+00:00,,,False,,public,de,https://troet.cafe/users/BauernHauer/statuses/112127320811444973,https://troet.cafe/@BauernHauer/112127320811444973,0,0,1,,False,False,False,False,<p>unsere zeit ist geistige flat rate.</p>,[],,"{'name': 'Web', 'website': None}","{'id': 109332801877403825, 'username': 'BauernHauer', 'acct': 'BauernHauer', 'display_name': 'SprachFleisch', 'locked': False, 'bot': False, 'discoverable': True, 'group': False, 'created_at': datetime.datetime(2022, 11, 12, 0, 0, tzinfo=tzutc()), 'note': '<p>hell knows.</p><p>es ist nie der schuh zu klein. der fuss ist zu gross.</p><p>tröts werden nach 200 jahren ausgedruckt und dem notar übergeben. der muss dann putzen. </p><p>fidel castro war ein ausserirdischer hüne mit verzerrter zeitwahrnehmung.</p><p>socialismo o pesto.</p>', 'url': 'https://troet.cafe/@BauernHauer', 'avatar': 'https://media.troet.cafe/troet.cafe/accounts/avatars/109/332/801/877/403/825/original/b4aa37d7214692b0.jpg', 'avatar_static': 'https://media.troet.cafe/troet.cafe/accounts/avatars/109/332/801/877/403/825/original/b4aa37d7214692b0.jpg', 'header': 'https://media.troet.cafe/troet.cafe/accounts/headers/109/332/801/877/403/825/original/14963a4a2b49cb7a.jpg', 'header_static': 'https://media.troet.cafe/troet.cafe/accounts/headers/109/332/801/877/403/825/original/14963a4a2b49cb7a.jpg', 'followers_count': 173, 'following_count': 177, 'statuses_count': 13276, 'last_status_at': datetime.datetime(2024, 3, 20, 0, 0), 'noindex': False, 'emojis': [], 'roles': [], 'fields': []}",[],[],[],[],,,
112127338604736717,2024-03-20 09:35:00+00:00,,,False,,public,de,https://troet.cafe/users/DCR/statuses/112127338604736717,https://troet.cafe/@DCR/112127338604736717,0,0,0,,False,False,False,False,"<p><a href=""https://invidious.nerdvpn.de/watch?v=I3LQ3pxVvVY"" target=""_blank"" rel=""nofollow noopener noreferrer""><span class=""invisible"">https://</span><span class=""ellipsis"">invidious.nerdvpn.de/watch?v=I</span><span class=""invisible"">3LQ3pxVvVY</span></a></p>",[],,"{'name': 'Web', 'website': None}","{'id': 109319155575662957, 'username': 'DCR', 'acct': 'DCR', 'display_name': 'Zaubermau', 'locked': False, 'bot': False, 'discoverable': True, 'group': False, 'created_at': datetime.datetime(2022, 11, 10, 0, 0, tzinfo=tzutc()), 'note': '<p>.·:·. Katze .·:·. Kaffee .·:·. Karten .·:·.</p><p>Ich bin hier lieb und nett. Dochdoch.</p><p>Vereinigt mit Memesklau for the Elderly.</p>', 'url': 'https://troet.cafe/@DCR', 'avatar': 'https://media.troet.cafe/troet.cafe/accounts/avatars/109/319/155/575/662/957/original/4ff9d4db97380089.png', 'avatar_static': 'https://media.troet.cafe/troet.cafe/accounts/avatars/109/319/155/575/662/957/original/4ff9d4db97380089.png', 'header': 'https://media.troet.cafe/troet.cafe/accounts/headers/109/319/155/575/662/957/original/cbb86984828b8c6e.jpg', 'header_static': 'https://media.troet.cafe/troet.cafe/accounts/headers/109/319/155/575/662/957/original/cbb86984828b8c6e.jpg', 'followers_count': 99, 'following_count': 77, 'statuses_count': 5118, 'last_status_at': datetime.datetime(2024, 3, 20, 0, 0), 'noindex': True, 'emojis': [], 'roles': [], 'fields': []}",[],[],[],[],"{'url': 'https://invidious.nerdvpn.de/watch?v=I3LQ3pxVvVY', 'title': 'Tante Strack', 'description': 'Frei nach ACDC', 'type': 'video', 'author_name': '', 'author_url': '', 'provider_name': 'Ken Wolfgangsson | Invidious', 'provider_url': '', 'html': '<iframe src=""https://invidious.nerdvpn.de/embed/I3LQ3pxVvVY"" width=""1280"" height=""720"" allowfullscreen=""allowfullscreen"" scrolling=""no"" frameborder=""0"" sandbox=""allow-scripts allow-same-origin allow-popups allow-popups-to-escape-sandbox allow-forms""></iframe>', 'width': 1280, 'height': 720, 'image': 'https://media.troet.cafe/troet.cafe/cache/preview_cards/images/017/793/357/original/fadcc336cc6a0046.jpg', 'embed_url': '', 'blurhash': 'UTOSB.%M-V+H%gCQ#-M{1bs:Nabvm,zpX8t7'}",,
112127339970859926,2024-03-20 09:35:00+00:00,,,False,,public,en,https://troet.cafe/users/frauchen/statuses/112127339970859926,https://troet.cafe/@frauchen/112127339970859926,0,3,16,,False,False,False,False,"<p>Guten Morgen, habt einen schönen <a href=""https://troet.cafe/tags/MeerMittwoch"" class=""mention hashtag"" rel=""tag"">#<span>MeerMittwoch</span></a> 💚. </p><p>Good morning. Have a great <a href=""https://troet.cafe/tags/SeaWednesday"" class=""mention hashtag"" rel=""tag"">#<span>SeaWednesday</span></a> 😃.</p>",[],,"{'name': 'Toot!', 'website': 'https://toot.c3.cx/'}","{'id': 108183130846582409, 'username': 'frauchen', 'acct': 'frauchen', 'display_name': 'Frauchen Will Raus', 'locked': False, 'bot': False, 'discoverable': True, 'group': False, 'created_at': datetime.datetime(2022, 4, 23, 0, 0, tzinfo=tzutc()), 'note': '<p><a href=""https://troet.cafe/tags/Reisen"" class=""mention hashtag"" rel=""tag"">#<span>Reisen</span></a>, <a href=""https://troet.cafe/tags/Natur"" class=""mention hashtag"" rel=""tag"">#<span>Natur</span></a>, <a href=""https://troet.cafe/tags/Fotografie"" class=""mention hashtag"" rel=""tag"">#<span>Fotografie</span></a>, <a href=""https://troet.cafe/tags/Fahrrad"" class=""mention hashtag"" rel=""tag"">#<span>Fahrrad</span></a>, <a href=""https://troet.cafe/tags/noAFD"" class=""mention hashtag"" rel=""tag"">#<span>noAFD</span></a> (cdu/csu geht auch nicht, auf keinen Fall FDP) <a href=""https://troet.cafe/tags/bunt"" class=""mention hashtag"" rel=""tag"">#<span>bunt</span></a>, <a href=""https://troet.cafe/tags/diversit%C3%A4t"" class=""mention hashtag"" rel=""tag"">#<span>diversität</span></a>, <a href=""https://troet.cafe/tags/niederl%C3%A4ndisch"" class=""mention hashtag"" rel=""tag"">#<span>niederländisch</span></a>. Das Glas ist halb Voll, liebe das Leben. Bitte verstehe mich nicht falsch, ich versuche auf Deutsch zu schreiben 🙄.</p><p>Beiträge werden nach 1 Woche automatisch gelöscht (mit Ausnahme &gt;10 boosts/30 likes)</p><p>Alle Fotos: <a href=""https://troet.cafe/tags/mywork"" class=""mention hashtag"" rel=""tag"">#<span>mywork</span></a></p><p>Deutsch / English / Nederlands</p>', 'url': 'https://troet.cafe/@frauchen', 'avatar': 'https://media.troet.cafe/troet.cafe/accounts/avatars/108/183/130/846/582/409/original/f1f687a774d66fbc.jpeg', 'avatar_static': 'https://media.troet.cafe/troet.cafe/accounts/avatars/108/183/130/846/582/409/original/f1f687a774d66fbc.jpeg', 'header': 'https://media.troet.cafe/troet.cafe/accounts/headers/108/183/130/846/582/409/original/08cc1ebfdef607b6.jpeg', 'header_static': 'https://media.troet.cafe/troet.cafe/accounts/headers/108/183/130/846/582/409/original/08cc1ebfdef607b6.jpeg', 'followers_count': 1177, 'following_count': 810, 'statuses_count': 3092, 'last_status_at': datetime.datetime(2024, 3, 20, 0, 0), 'noindex': True, 'emojis': [], 'roles': [], 'fields': []}","[{'id': 112123757269061962, 'type': 'image', 'url': 'https://media.troet.cafe/troet.cafe/media_attachments/files/112/123/757/269/061/962/original/71b303b49a60ce34.jpeg', 'preview_url': 'https://media.troet.cafe/troet.cafe/media_attachments/files/112/123/757/269/061/962/small/71b303b49a60ce34.jpeg', 'remote_url': None, 'preview_remote_url': None, 'text_url': None, 'meta': {'original': {'width': 1764, 'height': 1176, 'size': '1764x1176', 'aspect': 1.5}, 'small': {'width': 588, 'height': 392, 'size': '588x392', 'aspect': 1.5}}, 'description': 'Ein Blick über die Vegetation oben auf einer Klippe und das Meer. Es is leicht diesig und man kann kaum erkennen, wo das Meer aufhört und der Himmel beginnt. \n\nA view over the vegetation at the top of a cliff and the sea. It is slightly hazy and you can hardly see where the sea ends and the sky begins.', 'blurhash': 'UxH35XofV@ofpfWBoeWBDif5ofoKITfkWVWW'}]",[],"[{'name': 'seawednesday', 'url': 'https://troet.cafe/tags/seawednesday'}, {'name': 'meermittwoch', 'url': 'https://troet.cafe/tags/meermittwoch'}]",[],,,
112127342421956926,2024-03-20 09:35:00+00:00,,,False,,public,de,https://troet.cafe/users/kleinerJedi/statuses/112127342421956926,https://troet.cafe/@kleinerJedi/112127342421956926,0,0,1,,False,False,False,False,"<p>Guten Morgen liebe Follower:innen!</p><p>Bevor nach dem bayrischen <a href=""https://troet.cafe/tags/GenderVerbot"" class=""mention hashtag"" rel=""tag"">#<span>GenderVerbot</span></a> die dortige Sprachpolizei auf mich aufmerksam wird, für alle südlich des Weißwurstäquators:<br />Guadmorgn beinand, liebe Followerinnen und liebe Follower 😉!</p>",[],,"{'name': 'Mastodon for Android', 'website': 'https://app.joinmastodon.org/android'}","{'id': 109296826825576447, 'username': 'kleinerJedi', 'acct': 'kleinerJedi', 'display_name': 'kleiner Jedi', 'locked': False, 'bot': False, 'discoverable': False, 'group': False, 'created_at': datetime.datetime(2022, 11, 6, 0, 0, tzinfo=tzutc()), 'note': '<p>Sternzeichen Kaffee, Aszendent Käsekuchen. Hobby: Suchthilfe (Diakonie)/Beruf: Datenschutzbeauftragter &amp; int. Auditor, also einer der letzten Jedi-Ritter😇</p>', 'url': 'https://troet.cafe/@kleinerJedi', 'avatar': 'https://media.troet.cafe/troet.cafe/accounts/avatars/109/296/826/825/576/447/original/3ce91936ad680ab7.jpg', 'avatar_static': 'https://media.troet.cafe/troet.cafe/accounts/avatars/109/296/826/825/576/447/original/3ce91936ad680ab7.jpg', 'header': 'https://media.troet.cafe/troet.cafe/accounts/headers/109/296/826/825/576/447/original/960d702de8e128e2.jpeg', 'header_static': 'https://media.troet.cafe/troet.cafe/accounts/headers/109/296/826/825/576/447/original/960d702de8e128e2.jpeg', 'followers_count': 99, 'following_count': 82, 'statuses_count': 996, 'last_status_at': datetime.datetime(2024, 3, 20, 0, 0), 'noindex': True, 'emojis': [], 'roles': [], 'fields': [{'name': 'Beigetreten', 'value': '06.11.2022', 'verified_at': None}]}",[],[],"[{'name': 'GenderVerbot', 'url': 'https://troet.cafe/tags/GenderVerbot'}]",[],,,
